Date,Fuel_Type,Liters_Sold,Price_per_Liter,Payment_Mode,Location,Pump_ID,Customer_Age,Vehicle_Type,Stock_Level,Pump_Efficiency,Maintenance_Issue,Maintenance_Cost,Total_Sales
9/5/2024,CNG,330,106.32,UPI,Nagpur,BP002,56,Car,1457,96.71,Leak,1397.64,35085.6
1/31/2024,Diesel,559,112.22,Card,Nashik,BP004,27,Bike,595,83.02,Motor Fault,815.33,62730.98
1/23/2024,Diesel,331,112.71,Cash,Nagpur,BP004,53,Bike,2654,79.33,Motor Fault,2410.41,37307.01
6/8/2024,Diesel,322,108.2,Cash,Nashik,BP001,42,Bike,1131,97.48,Leak,2317.51,34840.4
12/28/2024,Diesel,583,95,Cash,Nagpur,BP002,27,Auto,4184,82.2,Sensor Error,2609.65,55385
6/6/2024,Petrol,416,113.92,Cash,Mumbai,BP004,36,Bike,2201,78.09,Sensor Error,4764.02,47390.72
2/8/2024,Diesel,195,111.6,Cash,Mumbai,BP004,63,Auto,1197,72.93,Motor Fault,3019.48,21762
3/22/2024,Petrol,547,92.58,Card,Pune,BP002,62,Bike,531,93.8,Motor Fault,3028.86,50641.26
12/21/2024,CNG,452,103.91,Card,Nagpur,BP002,32,Auto,1048,94.75,Low Pressure,640.12,46967.32
9/14/2024,Diesel,567,95.22,Card,Nagpur,BP004,33,Truck,2748,71,Sensor Error,4982.44,53989.74
7/24/2024,Petrol,394,100.12,Card,Nashik,BP002,19,Auto,2393,80.76,Leak,3864.22,39447.28
3/17/2024,Diesel,598,90.54,Card,Nashik,BP003,46,Auto,3334,92.5,Motor Fault,4386.02,54142.92
1/12/2024,CNG,226,102.01,Card,Nagpur,BP002,21,Truck,2203,98.39,Motor Fault,2071.5,23054.26
10/21/2024,CNG,70,106.5,Card,Pune,BP004,46,Bike,1656,81.33,Low Pressure,2510.64,7455
8/11/2024,CNG,299,108.59,Cash,Nagpur,BP004,48,Truck,843,96.16,Low Pressure,2610.42,32468.41
1/13/2024,Diesel,460,109.9,UPI,Nashik,BP001,34,Bike,4572,81.81,Low Pressure,970.47,50554
2/15/2024,Diesel,568,115.09,Card,Nagpur,BP003,27,Auto,3962,75.38,None,3447.45,65371.12
6/3/2024,Petrol,590,96.46,UPI,Nashik,BP004,44,Bike,2748,70.1,Leak,4514.88,56911.4
4/22/2024,CNG,343,93.61,Card,Nagpur,BP003,58,Auto,1444,79.91,None,818.53,32108.23
8/20/2024,Diesel,78,115.55,Card,Aurangabad,BP002,32,Bike,4380,81.35,Motor Fault,431.59,9012.9
1/17/2024,CNG,528,94.7,Cash,Nashik,BP004,61,Auto,2550,98.35,Low Pressure,3691.09,50001.6
12/25/2024,CNG,581,119.24,UPI,Pune,BP001,48,Auto,3785,76.18,Low Pressure,1366.01,69278.44
8/10/2024,Petrol,317,115.28,Cash,Aurangabad,BP004,38,Car,3355,81.47,Low Pressure,3119.31,36543.76
12/19/2024,Petrol,242,105.03,Cash,Nagpur,BP001,58,Bike,1830,70.75,Sensor Error,3478.79,25417.26
7/6/2024,Petrol,105,119.44,UPI,Nashik,BP003,63,Bike,2503,92.91,Leak,1609.55,12541.2
12/9/2024,Petrol,147,92.92,Cash,Aurangabad,BP001,62,Car,4115,97.45,None,4075.72,13659.24
12/30/2024,CNG,307,99.09,Card,Pune,BP002,43,Auto,2287,77.13,Leak,2749.94,30420.63
6/11/2024,Petrol,261,109.15,Card,Nashik,BP002,55,Auto,2746,82.87,Low Pressure,4345,28488.15
11/21/2024,Petrol,569,100.5,Card,Aurangabad,BP002,53,Car,4172,73.66,Motor Fault,3816.47,57184.5
3/14/2024,Petrol,129,117.85,Card,Aurangabad,BP004,34,Car,2655,83.71,Sensor Error,4342.88,15202.65
8/20/2024,Petrol,294,91.97,Card,Aurangabad,BP002,20,Truck,3979,74,Leak,100.81,27039.18
8/11/2024,CNG,494,106.48,Cash,Mumbai,BP002,31,Auto,3520,85.7,Motor Fault,1217.53,52601.12
11/14/2024,Petrol,292,107.73,Cash,Nagpur,BP004,30,Truck,551,92.04,Low Pressure,450.04,31457.16
2/29/2024,CNG,296,109.58,Card,Nashik,BP003,58,Bike,2659,86.6,Low Pressure,2210.42,32435.68
11/30/2024,Diesel,422,97.67,Card,Nashik,BP002,44,Truck,4890,77.36,Low Pressure,4449.8,41216.74
8/9/2024,CNG,481,100.94,Cash,Nashik,BP002,18,Car,4151,80.61,Low Pressure,2337.7,48552.14
2/6/2024,CNG,129,115.31,UPI,Aurangabad,BP004,34,Car,4415,89.16,Sensor Error,4248.57,14874.99
10/4/2024,Petrol,429,95.85,Cash,Nagpur,BP003,51,Car,2612,87.69,Sensor Error,1635.89,41119.65
7/14/2024,Diesel,83,114.81,Cash,Pune,BP003,31,Car,3121,74.1,Leak,1697.85,9529.23
12/17/2024,Diesel,58,106.88,Cash,Nashik,BP003,34,Truck,1854,95.35,Low Pressure,4477.81,6199.04
8/29/2024,Diesel,140,112.87,Cash,Nagpur,BP004,20,Truck,4254,84.26,Sensor Error,2129.09,15801.8
11/19/2024,Diesel,396,111.41,Cash,Nagpur,BP001,51,Truck,709,74.87,Motor Fault,3948.83,44118.36
8/6/2024,CNG,581,96.23,UPI,Mumbai,BP001,57,Car,737,73.68,Sensor Error,1183.22,55909.63
7/10/2024,Diesel,72,107.06,Card,Nashik,BP002,42,Car,835,98.97,Sensor Error,4744,7708.32
1/17/2024,CNG,268,116.03,Card,Aurangabad,BP002,19,Auto,4338,78.45,Leak,2872.89,31096.04
1/12/2024,CNG,563,102.96,UPI,Nagpur,BP002,51,Auto,2076,97.26,Sensor Error,3796.62,57966.48
7/11/2024,CNG,194,119,Card,Nagpur,BP001,43,Car,999,82.32,Motor Fault,447.58,23086
1/22/2024,Diesel,462,103.57,Card,Pune,BP004,48,Auto,2064,81.58,Low Pressure,2463.32,47849.34
4/29/2024,Petrol,285,94.28,Card,Mumbai,BP002,26,Bike,1290,91.03,None,4505.19,26869.8
7/28/2024,Petrol,444,101.68,UPI,Nagpur,BP004,47,Bike,4040,70.3,Leak,4385.19,45145.92
11/1/2024,Diesel,580,118.55,UPI,Nagpur,BP002,37,Car,3622,80.14,Motor Fault,234.07,68759
9/26/2024,Petrol,200,99.59,Card,Aurangabad,BP004,38,Truck,1635,79.08,Leak,1518.49,19918
7/10/2024,Petrol,156,116.04,Card,Aurangabad,BP004,46,Bike,4444,96.04,Low Pressure,2216.6,18102.24
6/23/2024,CNG,310,116.44,Card,Pune,BP001,42,Bike,2848,85.87,Sensor Error,861.32,36096.4
10/11/2024,CNG,526,100.51,Cash,Pune,BP004,55,Truck,4824,80.94,Sensor Error,3649.99,52868.26
7/22/2024,Diesel,211,92.5,Cash,Pune,BP003,61,Auto,649,77.98,Motor Fault,922.56,19517.5
6/12/2024,Diesel,313,111.74,Cash,Aurangabad,BP001,42,Truck,3706,87.72,Low Pressure,1733.2,34974.62
9/7/2024,Petrol,298,99.35,UPI,Aurangabad,BP002,26,Auto,4028,74.55,None,3316.4,29606.3
8/14/2024,CNG,174,113.49,Card,Mumbai,BP001,56,Auto,2124,77.39,None,2410.45,19747.26
1/7/2024,Diesel,461,103.28,UPI,Nashik,BP003,61,Truck,3074,78.81,Sensor Error,3692.86,47612.08
1/29/2024,Diesel,460,104.56,UPI,Nashik,BP003,43,Auto,4928,88.24,Low Pressure,4806.04,48097.6
2/2/2024,Diesel,225,113.34,UPI,Mumbai,BP004,54,Bike,4769,81.2,Low Pressure,582.73,25501.5
5/13/2024,Diesel,403,101.47,Card,Nashik,BP003,33,Car,3784,85.17,Motor Fault,3547.84,40892.41
3/19/2024,Diesel,417,103.29,Cash,Aurangabad,BP003,54,Auto,2608,89.51,None,1151.72,43071.93
2/27/2024,Diesel,562,101.29,Card,Nashik,BP003,29,Bike,4447,98.69,Motor Fault,2072.38,56924.98
1/26/2024,Petrol,235,101.02,Card,Aurangabad,BP003,41,Truck,2763,92.95,Leak,164.31,23739.7
8/13/2024,CNG,137,105.78,UPI,Mumbai,BP002,43,Auto,2112,82.16,Low Pressure,679.54,14491.86
10/11/2024,CNG,61,114.26,UPI,Pune,BP002,37,Bike,4315,92.45,None,1598.89,6969.86
1/4/2024,Diesel,489,100.85,UPI,Mumbai,BP001,26,Auto,1077,98.49,Motor Fault,1709.93,49315.65
4/8/2024,CNG,211,105.73,Cash,Nashik,BP004,40,Truck,922,84.98,Sensor Error,4497.93,22309.03
2/8/2024,CNG,422,110.12,Cash,Aurangabad,BP002,56,Car,3263,82.31,Leak,3709.06,46470.64
9/27/2024,CNG,173,98.08,Cash,Nashik,BP003,46,Auto,1729,72.34,Motor Fault,4860.91,16967.84
10/11/2024,Diesel,465,98.33,Card,Nashik,BP004,48,Car,3676,96.77,Sensor Error,2995.36,45723.45
6/5/2024,Diesel,64,118,UPI,Pune,BP002,36,Auto,1253,77.39,None,1208.57,7552
3/15/2024,CNG,542,111.71,Card,Nashik,BP001,37,Auto,1187,71.92,None,1638.28,60546.82
10/14/2024,CNG,224,107.32,Cash,Pune,BP003,40,Truck,1222,86.12,Leak,1599.18,24039.68
5/9/2024,Diesel,124,109.43,UPI,Aurangabad,BP004,60,Auto,1246,95.38,Sensor Error,1632.47,13569.32
6/23/2024,Petrol,183,90.88,Cash,Aurangabad,BP002,44,Bike,4837,82.2,Low Pressure,3364.82,16631.04
3/24/2024,CNG,451,108.54,UPI,Pune,BP004,47,Bike,3212,93.49,None,2654.04,48951.54
1/22/2024,Petrol,263,105.29,UPI,Mumbai,BP002,38,Car,1207,95.09,Low Pressure,1927.12,27691.27
1/27/2024,CNG,259,106.37,Card,Aurangabad,BP001,61,Car,934,83.63,Low Pressure,745.45,27549.83
7/13/2024,Petrol,218,100.78,Card,Mumbai,BP003,52,Bike,983,87.73,Motor Fault,110.7,21970.04
12/2/2024,Petrol,472,92.44,Cash,Aurangabad,BP001,24,Car,4018,86.02,Motor Fault,1094.17,43631.68
8/23/2024,Petrol,304,95.8,Card,Aurangabad,BP003,39,Car,2033,98.18,None,537.36,29123.2
4/1/2024,Diesel,468,118.52,Card,Nagpur,BP003,27,Bike,669,91.77,Low Pressure,3927.23,55467.36
1/21/2024,Petrol,455,102.26,Card,Nashik,BP004,40,Bike,1520,97.76,Motor Fault,562.49,46528.3
10/29/2024,Petrol,492,104,UPI,Nashik,BP002,32,Bike,1347,76.6,Sensor Error,3621.14,51168
12/22/2024,Petrol,236,91.58,Card,Mumbai,BP001,47,Truck,1195,79.31,Sensor Error,1928.29,21612.88
3/24/2024,CNG,593,91.13,Cash,Nashik,BP001,51,Truck,3846,72.13,Sensor Error,366.89,54040.09
9/18/2024,Petrol,92,111.52,UPI,Mumbai,BP001,30,Bike,4513,85,Sensor Error,4063.65,10259.84
5/26/2024,CNG,519,106.14,UPI,Aurangabad,BP004,21,Auto,531,96.22,Low Pressure,2898.15,55086.66
9/13/2024,Petrol,482,105.26,Card,Nagpur,BP004,35,Bike,676,79.81,Sensor Error,1178.81,50735.32
2/27/2024,Petrol,369,97.29,UPI,Nagpur,BP004,40,Truck,3464,73.85,Low Pressure,4473.41,35900.01
1/15/2024,Diesel,290,112.34,Cash,Aurangabad,BP003,50,Car,2612,72.05,None,226.29,32578.6
6/10/2024,CNG,162,95.05,Cash,Pune,BP001,51,Auto,4386,83.43,None,1009.1,15398.1
6/11/2024,Petrol,426,95.7,UPI,Pune,BP003,51,Auto,2002,74.92,Sensor Error,3760.23,40768.2
11/15/2024,CNG,378,103.82,Card,Nashik,BP001,53,Car,2815,80.38,Sensor Error,3546.89,39243.96
10/7/2024,CNG,387,98.59,Card,Mumbai,BP001,52,Auto,3144,94.6,Sensor Error,1446.36,38154.33
10/6/2024,Diesel,68,97.42,UPI,Nagpur,BP002,34,Car,565,81.52,None,310.12,6624.56
1/12/2024,Diesel,74,109.36,Cash,Nashik,BP001,45,Truck,4728,88.3,Motor Fault,4290.39,8092.64
9/30/2024,Diesel,557,109.53,UPI,Aurangabad,BP004,31,Auto,2428,85.06,None,1568.49,61008.21
9/27/2024,Diesel,435,114.74,Card,Nagpur,BP004,51,Auto,1084,91.56,Sensor Error,978.57,49911.9
7/26/2024,Diesel,333,102.53,Card,Mumbai,BP004,28,Car,2248,74.68,Motor Fault,2580.31,34142.49
1/27/2024,Diesel,388,92.19,UPI,Mumbai,BP002,30,Car,2704,97.61,Motor Fault,4551.14,35769.72
3/12/2024,Diesel,186,98.21,Cash,Pune,BP002,50,Truck,4130,89.31,Leak,217.73,18267.06
2/29/2024,Diesel,106,119.4,UPI,Nashik,BP003,19,Car,2392,78.13,Low Pressure,3829.02,12656.4
5/24/2024,Petrol,559,107.89,Cash,Aurangabad,BP001,51,Car,2929,73.7,Sensor Error,2862.37,60310.51
4/2/2024,CNG,161,111.29,Cash,Nagpur,BP001,46,Truck,3593,74.49,Low Pressure,2127.25,17917.69
11/4/2024,Diesel,379,90.22,UPI,Mumbai,BP004,54,Bike,1473,93.48,Leak,3720.4,34193.38
1/8/2024,Diesel,214,105.55,UPI,Nagpur,BP004,21,Bike,4524,87.64,Low Pressure,4829.12,22587.7
3/19/2024,CNG,490,91.13,Cash,Aurangabad,BP004,29,Car,3142,81.42,Sensor Error,1146.03,44653.7
1/27/2024,Petrol,596,107.08,Cash,Nagpur,BP004,43,Truck,1942,79.99,Leak,718.24,63819.68
6/22/2024,CNG,175,117.62,Cash,Nashik,BP004,45,Bike,4829,95.67,Low Pressure,4564.41,20583.5
2/19/2024,CNG,55,119.05,Cash,Pune,BP004,20,Truck,1977,96.24,None,3344.77,6547.75
7/17/2024,Diesel,372,106.22,Card,Nagpur,BP001,37,Car,1270,87.44,Motor Fault,2189.93,39513.84
12/14/2024,CNG,234,103.75,UPI,Pune,BP002,27,Car,805,85.74,Leak,2866.3,24277.5
6/29/2024,CNG,535,118.35,Cash,Aurangabad,BP004,35,Truck,501,94.49,None,3728.07,63317.25
1/24/2024,Diesel,48,110.21,UPI,Pune,BP001,44,Auto,770,92.48,Sensor Error,3865.16,5290.08
11/11/2024,Diesel,373,91.95,Cash,Nagpur,BP004,48,Car,3714,82.01,Motor Fault,4599.47,34297.35
2/15/2024,Diesel,372,103.97,UPI,Nagpur,BP003,44,Car,1363,72.48,Leak,2134.21,38676.84
1/15/2024,Diesel,366,97.21,UPI,Mumbai,BP003,59,Car,3239,93.06,Motor Fault,1467.05,35578.86
6/1/2024,CNG,54,104.09,Cash,Nagpur,BP001,18,Car,3414,75.06,Leak,3198.32,5620.86
8/9/2024,CNG,265,103.66,Cash,Pune,BP002,23,Truck,606,70.49,Leak,2078.64,27469.9
7/24/2024,Petrol,464,107.46,UPI,Mumbai,BP003,28,Truck,3668,95.3,Low Pressure,2972.99,49861.44
9/29/2024,Petrol,447,100.7,UPI,Nagpur,BP003,51,Truck,3099,87.35,Motor Fault,2099.93,45012.9
8/23/2024,CNG,152,94.93,UPI,Nagpur,BP002,56,Truck,2735,96.75,Motor Fault,764.98,14429.36
12/5/2024,Petrol,467,105.11,Card,Aurangabad,BP003,37,Auto,3299,84.54,None,2347.13,49086.37
8/15/2024,CNG,40,114.91,Cash,Mumbai,BP004,38,Truck,2011,97.79,Sensor Error,3454.59,4596.4
1/9/2024,Petrol,305,109.92,Card,Aurangabad,BP002,38,Truck,518,80.62,None,3996.42,33525.6
6/14/2024,Diesel,530,100.15,Card,Aurangabad,BP003,35,Car,1358,91.74,Low Pressure,2466.63,53079.5
11/14/2024,Petrol,247,118.07,Cash,Aurangabad,BP002,38,Auto,1916,79.03,Leak,826.19,29163.29
8/1/2024,Diesel,408,117.37,Cash,Nashik,BP004,36,Car,3532,70.03,Low Pressure,2073.44,47886.96
4/26/2024,Diesel,345,96.28,Card,Aurangabad,BP003,21,Auto,1926,81.39,Low Pressure,3931.47,33216.6
12/9/2024,Diesel,51,91.18,Cash,Pune,BP001,30,Bike,3031,92.13,None,2064.3,4650.18
3/12/2024,Diesel,384,112.24,UPI,Nagpur,BP003,35,Auto,4538,74.5,Leak,3482.65,43100.16
3/4/2024,Petrol,504,114.83,UPI,Nashik,BP003,46,Auto,4613,85.14,Sensor Error,2536.07,57874.32
7/23/2024,CNG,533,119.04,Card,Aurangabad,BP004,42,Car,2731,76.37,Low Pressure,1206.12,63448.32
7/27/2024,Diesel,407,116.7,Card,Nagpur,BP001,30,Auto,2952,72.24,Sensor Error,3980.75,47496.9
3/12/2024,Petrol,459,108.02,Cash,Mumbai,BP001,44,Auto,3346,88.52,Leak,421.07,49581.18
10/3/2024,Diesel,210,105.9,Cash,Mumbai,BP001,36,Car,3702,98.56,Leak,2624.45,22239
9/30/2024,Petrol,173,90.84,Card,Nagpur,BP004,18,Bike,2316,79.32,None,1044.46,15715.32
11/15/2024,Petrol,466,97.4,Card,Pune,BP004,55,Bike,2280,87.42,Motor Fault,335.33,45388.4
12/3/2024,Petrol,64,103.79,UPI,Nagpur,BP004,36,Bike,4603,98.61,None,2514.67,6642.56
4/4/2024,CNG,569,108.86,UPI,Nagpur,BP004,18,Auto,1204,89.51,Sensor Error,2497.81,61941.34
6/14/2024,Petrol,229,106.72,Cash,Nashik,BP004,57,Car,1841,90.19,None,3534.5,24438.88
2/1/2024,Petrol,180,112.28,UPI,Mumbai,BP001,34,Bike,3962,75.37,Leak,3723.75,20210.4
1/11/2024,CNG,594,98.39,Cash,Mumbai,BP002,38,Bike,4090,84.78,Low Pressure,3638.96,58443.66
10/27/2024,CNG,354,106.95,Cash,Aurangabad,BP004,39,Bike,1659,81.01,Motor Fault,2047.79,37860.3
8/4/2024,Petrol,483,92.64,Cash,Nagpur,BP002,32,Bike,4222,84.13,Leak,3158.45,44745.12
10/15/2024,CNG,358,102.41,UPI,Nagpur,BP003,56,Car,3938,94.02,Low Pressure,2884.73,36662.78
4/11/2024,Diesel,480,112.5,Card,Pune,BP003,56,Bike,4060,83.82,Sensor Error,2107.81,54000
9/23/2024,Diesel,131,110.8,Card,Mumbai,BP004,49,Auto,3582,71.89,Sensor Error,2986.06,14514.8
8/1/2024,CNG,218,119.72,UPI,Pune,BP003,21,Auto,2215,97.17,Sensor Error,4736.24,26098.96
6/27/2024,CNG,95,98.34,Card,Nashik,BP002,61,Car,2743,86.34,None,964.47,9342.3
3/28/2024,Petrol,194,104.95,Cash,Aurangabad,BP003,62,Truck,2260,97.73,Sensor Error,4528.86,20360.3
2/10/2024,CNG,150,99.89,Card,Pune,BP003,49,Bike,4507,87.17,Sensor Error,267.28,14983.5
3/16/2024,Petrol,176,103.22,UPI,Mumbai,BP002,21,Bike,2296,72.09,None,1541.95,18166.72
2/15/2024,Diesel,271,115.71,Card,Nashik,BP003,18,Auto,3175,86.59,Low Pressure,1440.73,31357.41
6/8/2024,CNG,507,110.53,Cash,Nagpur,BP004,50,Car,3736,87.27,Leak,3131.83,56038.71
3/20/2024,Petrol,520,116.47,Cash,Nashik,BP002,24,Truck,543,76.43,Motor Fault,656.12,60564.4
11/5/2024,Petrol,107,96.11,UPI,Pune,BP002,26,Auto,988,84.13,Sensor Error,4411.74,10283.77
3/26/2024,Diesel,288,116.2,UPI,Mumbai,BP001,18,Truck,4776,83.78,Sensor Error,4142.76,33465.6
4/1/2024,CNG,362,91.79,UPI,Pune,BP001,33,Car,3648,88.69,Sensor Error,3260.33,33227.98
5/27/2024,Diesel,557,116.66,Cash,Nagpur,BP002,35,Car,1456,77.79,None,2292.07,64979.62
6/9/2024,Petrol,471,99.87,Card,Nagpur,BP002,64,Car,2614,87.45,None,4664.78,47038.77
7/20/2024,Petrol,526,99.44,Card,Mumbai,BP001,23,Auto,1615,77.23,None,4153.73,52305.44
8/29/2024,CNG,468,105.36,UPI,Aurangabad,BP004,19,Car,2281,83.39,Motor Fault,2496.58,49308.48
12/18/2024,Petrol,308,118.22,Card,Nashik,BP003,26,Auto,3326,73.68,Leak,3509.37,36411.76
1/2/2024,CNG,576,91.43,Card,Nashik,BP003,21,Auto,1150,71.12,Sensor Error,2834.65,52663.68
8/12/2024,Diesel,187,100.57,UPI,Nagpur,BP003,62,Bike,2376,79.62,Low Pressure,2939.71,18806.59
10/15/2024,CNG,157,115.7,UPI,Pune,BP002,40,Auto,840,78.24,Sensor Error,1654.88,18164.9
8/20/2024,CNG,406,101.88,Cash,Pune,BP004,60,Auto,3450,82.21,Sensor Error,2310.42,41363.28
3/17/2024,Petrol,105,95.97,Cash,Aurangabad,BP001,62,Bike,3875,98.86,Sensor Error,390.61,10076.85
4/25/2024,Petrol,409,102.74,Cash,Pune,BP004,60,Truck,2945,85.67,Sensor Error,1786.74,42020.66
6/2/2024,CNG,214,101.57,Cash,Nashik,BP004,25,Bike,3250,86.6,Leak,3479.14,21735.98
4/12/2024,Petrol,534,117.46,Card,Pune,BP003,56,Bike,2644,98.25,Low Pressure,4766.08,62723.64
7/12/2024,Petrol,153,112.86,Card,Aurangabad,BP001,42,Car,1854,97.63,None,4815.32,17267.58
6/14/2024,Petrol,150,105.15,Cash,Nashik,BP004,33,Car,3776,96.52,Low Pressure,2778.61,15772.5
12/24/2024,CNG,478,119.65,Cash,Pune,BP001,52,Bike,948,72.94,Sensor Error,3033.11,57192.7
3/30/2024,Petrol,186,103.96,UPI,Nashik,BP002,34,Car,4672,89.03,Low Pressure,928.61,19336.56
6/22/2024,CNG,74,91.75,Card,Nagpur,BP003,35,Bike,1297,94.24,Sensor Error,3476.54,6789.5
5/1/2024,Petrol,348,97.87,Card,Nagpur,BP001,44,Car,3996,95.07,Low Pressure,353.29,34058.76
5/22/2024,Diesel,577,103.08,Cash,Nagpur,BP002,32,Auto,2682,87.34,Motor Fault,1423.43,59477.16
4/15/2024,Petrol,53,94.71,Card,Pune,BP002,34,Car,3826,70.52,Low Pressure,3341.82,5019.63
10/31/2024,Petrol,413,118.43,UPI,Aurangabad,BP002,60,Car,1145,99.21,None,1551.55,48911.59
12/25/2024,CNG,596,113.01,UPI,Nashik,BP004,22,Auto,1219,84.17,None,249.23,67353.96
11/12/2024,CNG,467,98.05,Card,Mumbai,BP004,33,Bike,2022,81.81,Low Pressure,4159.35,45789.35
5/2/2024,Petrol,272,107.72,Cash,Nagpur,BP003,32,Car,1569,81.85,Low Pressure,1551.65,29299.84
1/9/2024,Diesel,479,111.64,Card,Nagpur,BP003,59,Car,3575,82.72,Leak,315.53,53475.56
9/18/2024,Petrol,541,118.24,UPI,Mumbai,BP002,63,Auto,4307,77.27,Low Pressure,373.94,63967.84
3/13/2024,Petrol,314,116.45,Cash,Mumbai,BP003,51,Auto,3861,79.82,None,1258.79,36565.3
12/24/2024,Diesel,115,105.46,Card,Pune,BP004,36,Auto,2656,99.56,Motor Fault,890.08,12127.9
8/10/2024,CNG,478,113.24,Cash,Nashik,BP003,25,Truck,2813,81.05,None,3871.5,54128.72
2/10/2024,Petrol,328,106.86,Cash,Nagpur,BP001,64,Auto,4005,85.8,Leak,1608.42,35050.08
7/22/2024,CNG,579,106.58,UPI,Aurangabad,BP004,27,Bike,4639,95.45,Low Pressure,4023.48,61709.82
9/20/2024,CNG,292,93.44,Cash,Pune,BP002,22,Car,1132,85.82,Motor Fault,869.23,27284.48
11/23/2024,Diesel,165,93.78,Card,Pune,BP002,43,Car,2699,79.73,None,2464.4,15473.7
6/26/2024,Diesel,216,105.89,Cash,Aurangabad,BP003,39,Truck,3563,85.71,Motor Fault,3440.19,22872.24
12/13/2024,CNG,76,98.07,Cash,Aurangabad,BP004,61,Car,3410,73.42,Sensor Error,3259.95,7453.32
11/13/2024,Petrol,449,90.63,Card,Aurangabad,BP002,40,Car,1122,73.9,None,3005.65,40692.87
3/24/2024,CNG,166,111.69,UPI,Mumbai,BP002,30,Bike,860,90.82,Sensor Error,4624.11,18540.54
11/13/2024,Petrol,522,90.97,UPI,Nagpur,BP004,26,Car,2867,97.52,Motor Fault,1142.63,47486.34
4/20/2024,Petrol,207,107.86,Card,Mumbai,BP004,37,Bike,709,91.77,Low Pressure,2468.6,22327.02
9/7/2024,Diesel,333,106.18,Card,Nagpur,BP002,45,Truck,3967,72.24,Low Pressure,4419.96,35357.94
1/7/2024,Petrol,382,119.06,UPI,Mumbai,BP003,61,Bike,1430,82.09,Low Pressure,389.47,45480.92
3/24/2024,Petrol,349,104.53,Cash,Nashik,BP003,54,Auto,4443,70.08,Sensor Error,279.44,36480.97
7/26/2024,CNG,567,91.91,Card,Nagpur,BP003,41,Auto,1377,85.34,Low Pressure,1166.51,52112.97
11/9/2024,Diesel,579,106.55,Cash,Pune,BP001,61,Truck,2999,75.8,Leak,3165.11,61692.45
1/22/2024,Petrol,458,115.23,Card,Nagpur,BP004,50,Car,3023,96.04,None,1299.4,52775.34
1/3/2024,Petrol,483,119.91,UPI,Nagpur,BP002,37,Bike,4851,73.13,None,951.2,57916.53
5/6/2024,Diesel,597,102.91,Cash,Nagpur,BP001,47,Auto,891,70.04,Motor Fault,2294.01,61437.27
10/23/2024,CNG,275,99.61,Cash,Nashik,BP003,61,Bike,4402,83.53,Sensor Error,3067.99,27392.75
7/6/2024,Diesel,478,117.2,Card,Mumbai,BP001,26,Auto,2821,74.66,None,1242.79,56021.6
12/27/2024,Diesel,253,95.74,Cash,Pune,BP002,62,Bike,4481,92.14,Sensor Error,1503.46,24222.22
1/14/2024,Petrol,124,108.46,Card,Mumbai,BP002,34,Car,638,97.6,Motor Fault,3067.8,13449.04
1/12/2024,Petrol,124,102.17,UPI,Mumbai,BP004,53,Truck,602,71.26,Low Pressure,4728.69,12669.08
3/27/2024,CNG,528,91.23,Cash,Aurangabad,BP003,31,Car,983,81.87,Motor Fault,3373.71,48169.44
1/12/2024,Petrol,104,100.42,Card,Nashik,BP003,36,Bike,4819,99.9,Leak,3914.52,10443.68
1/25/2024,Petrol,103,97.96,Cash,Aurangabad,BP001,24,Auto,4573,91.98,Low Pressure,1834.05,10089.88
10/27/2024,Diesel,382,110.58,Card,Nashik,BP003,20,Auto,2348,98.6,Low Pressure,1361.27,42241.56
8/30/2024,Petrol,391,118.46,Card,Mumbai,BP001,50,Truck,2384,74.92,Low Pressure,2271.34,46317.86
5/1/2024,CNG,197,98.04,Card,Mumbai,BP002,61,Car,3705,76.64,Motor Fault,4035.66,19313.88
5/26/2024,Diesel,530,114.34,UPI,Nashik,BP002,49,Car,2661,74.64,Leak,2281.5,60600.2
2/24/2024,CNG,502,91.66,Cash,Mumbai,BP002,64,Car,1964,79.07,Sensor Error,4233.63,46013.32
8/25/2024,Diesel,264,106.14,UPI,Mumbai,BP002,28,Auto,1143,91.73,Motor Fault,4943.86,28020.96
12/21/2024,Petrol,352,92.12,Card,Pune,BP002,59,Truck,3936,74.95,None,360.13,32426.24
6/21/2024,Diesel,505,118.02,Card,Aurangabad,BP001,19,Auto,1110,85.73,None,227.05,59600.1
8/8/2024,Diesel,127,112.99,UPI,Aurangabad,BP002,43,Car,4802,78.08,Motor Fault,747.95,14349.73
4/28/2024,Petrol,342,109.74,UPI,Aurangabad,BP001,21,Bike,2043,94.88,Sensor Error,1921.85,37531.08
11/4/2024,Petrol,474,114.72,Cash,Nagpur,BP002,34,Auto,4039,70.2,None,655.21,54377.28
7/1/2024,CNG,174,109.43,Card,Pune,BP001,34,Truck,1966,76.69,Sensor Error,4353.32,19040.82
10/14/2024,CNG,89,119.07,UPI,Aurangabad,BP001,45,Car,1416,88.16,Low Pressure,115.73,10597.23
11/2/2024,Petrol,471,111.42,Card,Aurangabad,BP001,47,Bike,1681,72.9,Motor Fault,1578.96,52478.82
10/26/2024,Petrol,379,117.74,Card,Pune,BP003,57,Auto,2646,83.99,Low Pressure,923.47,44623.46
3/22/2024,Petrol,386,105.51,Cash,Mumbai,BP001,40,Bike,2772,83.09,None,4657.7,40726.86
7/29/2024,Diesel,386,93.51,Cash,Aurangabad,BP001,63,Bike,1351,95.58,Sensor Error,3347.41,36094.86
